ID,Date,Date - Clean,Content,ConvoID,Sender,Participants,Participant Count,Participants,Incomplete,ConvoEnd
90,2022-03-27 15:19:28 ( CDT ),44647.63851851852,Would love to talk . Please let me know what time works - I'm super flexible . -Parag,52,Parag,"Parag, Self",1,"Parag, Self",,
91,2022-03-27 15:21:50 ( CDT ),44647.64016203704,Perhaps tonight around 8 ?,52,Self,"Parag, Self",1,"Parag, Self",,
92,2022-03-27 15:22:27 ( CDT ),44647.64059027778,That works ! Look forward to talking .,52,Parag,"Parag, Self",1,"Parag, Self",,
93,2022-03-27 15:22:35 ( CDT ),44647.64068287037,Liked " That works ! Look forward to talking . ",52,Self,"Parag, Self",1,"Parag, Self",,
95,2022-03-27 22:02:27 ( CDT ),44647.91836805556,Just finishing a Tesla Autopilot engineering call,52,Self,"Parag, Self",1,"Parag, Self",,
96,2022-03-27 22:02:59 ( CDT ),44647.91873842593,Liked " Just finishing a Tesla Autopilot engineering call ",52,Parag,"Parag, Self",1,"Parag, Self",,
168,2022-04-03 14:23:49 ( CDT ),44654.59987268518,I expect you heard from Martha and Bret already . I'm super excited about the opportunity
and look forward to working closely and finding ways to use your time as effectively as
possible to improve Twitter and the public conversation .,52,Parag,"Parag, Self",1,"Parag, Self",,
169,2022-04-03 14:35:28 ( CDT ),44654.60796296296,Sounds great !,52,Self,"Parag, Self",1,"Parag, Self",,
206,2022-04-04 14:29:44 ( CDT ),44655.60398148148,Happy to talk if you'd like,52,Self,"Parag, Self",1,"Parag, Self",,
207,2022-04-04 15:03:45 ( CDT ),44655.627604166664,That will be very helpful . Please call me when you have a moment,52,Parag,"Parag, Self",1,"Parag, Self",,
208,2022-04-04 15:06:29 ( CDT ),44655.62950231481,Just on the phone with Jared . Will call as soon as that's done .,52,Self,"Parag, Self",1,"Parag, Self",,
209,2022-04-04 15:11:45 ( CDT ),44655.63315972222,Liked " Just on the phone with Jared . Will call as soon as that's done . ",52,Parag,"Parag, Self",1,"Parag, Self",,
218,2022-04-04 21:17:30 ( CDT ),44655.88715277778,You should have an updated agreement in your email . I'm available to chat .,52,Parag,"Parag, Self",,"Parag, Self",,
220,2022-04-04 21:25:24 ( CDT ),44655.89263888889,Approved,52,Self,"Parag, Self",,"Parag, Self",,
221,2022-04-04 22:41:59 ( CDT ),44655.94582175926,Loved " Approved ",52,Parag,"Parag, Self",,"Parag, Self",,
222,2022-04-04 22:42:19 ( CDT ),44655.94605324074,Have a few mins to chat ? I'm eager to move fast,52,Parag,"Parag, Self",,"Parag, Self",,
223,2022-04-04 22:51:52 ( CDT ),44655.952685185184,"Sure , I'm just on a SpaceX engine review call .",52,Self,"Parag, Self",,"Parag, Self",,
224,2022-04-04 22:52:22 ( CDT ),44655.95303240741,Please call me after,52,Parag,"Parag, Self",,"Parag, Self",,
225,2022-04-05 01:18:20 ( CDT ),44656.054398148146,"I'm excited to share that we're appointing @elonmusk to our board ! Through conversations
with Elon in recent weeks , it became clear to me that he would bring great value to our
Board . Why ? Above all else , he's both a passionate believer and intense critic of the service
which is exactly what we need on Twitter , and in the Boardroom , to make us stronger in the
long - term . Welcome Elon !",52,Parag,"Parag, Self",,"Parag, Self",,
226,2022-04-05 02:05:46 ( CDT ),44656.08733796296,Sounds good,52,Self,"Parag, Self",,"Parag, Self",,
227,2022-04-05 07:31:19 ( CDT ),44656.313414351855,Sending out shortly ?,52,Self,"Parag, Self",,"Parag, Self",,
228,2022-04-05 07:33:16 ( CDT ),44656.31476851852,https://twitter.com/paraga/status/1511320953598357505?s=21&t=g9XkMyPGFahuVNDKcoB
a5A,52,Parag,"Parag, Self",,"Parag, Self",,
229,2022-04-05 07:40:09 ( CDT ),44656.319548611114,Cool,52,Self,"Parag, Self",,"Parag, Self",,
230,2022-04-05 07:41:36 ( CDT ),44656.320555555554,Super excited !,52,Parag,"Parag, Self",,"Parag, Self",,
238,2022-04-05 13:55:08 ( CDT ),44656.5799537037,Likewise !,52,Self,"Parag, Self",,"Parag, Self",,
246,2022-04-05 17:30:47 ( CDT ),44656.72971064815,Just had a great conversation with Jack ! Are you free to talk later tonight ?,52,Self,"Parag, Self",,"Parag, Self",,
248,2022-04-05 17:34:03 ( CDT ),44656.73197916667,"Yeah , what time ?",52,Parag,"Parag, Self",,"Parag, Self",,
249,2022-04-05 17:34:22 ( CDT ),44656.732199074075,"Would be great to unwind permanent bans , except for spam accounts and those that
explicitly advocate violence .",52,Self,"Parag, Self",,"Parag, Self",,
250,2022-04-05 17:35:09 ( CDT ),44656.73274305555,7pm CA time ? Or anytime after that .,52,Self,"Parag, Self",,"Parag, Self",,
252,2022-04-05 17:37:00 ( CDT ),44656.73402777778,7p works ! Talk soon,52,Parag,"Parag, Self",,"Parag, Self",,
253,2022-04-05 21:01:27 ( CDT ),44656.87600694445,Calling back in a few mins,52,Self,"Parag, Self",,"Parag, Self",,
254,2022-04-05 21:01:34 ( CDT ),44656.87608796296,Liked " Calling back in a few mins ",52,Parag,"Parag, Self",,"Parag, Self",,
255,2022-04-05 22:20:01 ( CDT ),44656.93056712963,Pretty good summary,52,Self,"Parag, Self",,"Parag, Self",,
256,2022-04-05 22:20:03 ( CDT ),44656.93059027778,https://twitter.com/stevenmarkryan/status/1511489781104275456?s=10&t=LprG6
7KefKLzNX1331pjQ,52,Self,"Parag, Self",,"Parag, Self",,
275,2022-04-07 10:29:41 ( CDT ),44658.43728009259,A host of ideas around this merit exploration - even lower friction ones than this .,52,Parag,"Parag, Self",,"Parag, Self",,
276,2022-04-07 10:33:41 ( CDT ),44658.44005787037,I have a thought about this that could take out two birds with one stone,52,Self,"Parag, Self",,"Parag, Self",,
277,2022-04-07 10:33:47 ( CDT ),44658.44012731482,"Btw , what's your email ?",52,Self,"Parag, Self",,"Parag, Self",,
278,2022-04-07 10:38:19 ( CDT ),44658.44327546296,paraga@twitter.com,52,Parag,"Parag, Self",,"Parag, Self",,
279,2022-04-07 10:51:53 ( CDT ),44658.45269675926,Would you be able to do a q & a for employees next week virtually ? My travel is causing too
long of a delay and only about 10-15 % of audience will be in person so we will be optimizing
for virtual anyways . Would any of Wed / Thu 11a pacific next week work for you for a 45 min
video q & a ? - else I can suggest other times . Trying to maximize attendance across global
timezones .,52,Parag,"Parag, Self",,"Parag, Self",,
280,2022-04-07 10:53:34 ( CDT ),44658.45386574074,Would love to hear more when we speak next - do you have any availability tomorrow ?,52,Parag,"Parag, Self",,"Parag, Self",,
281,2022-04-07 11:39:25 ( CDT ),44658.48570601852,Sure,52,Self,"Parag, Self",,"Parag, Self",,
282,2022-04-07 11:40:00 ( CDT ),44658.48611111111,It would be great to get an update from the Twitter engineering team so that my suggestions
are less dumb .,52,Self,"Parag, Self",,"Parag, Self",,
283,2022-04-07 12:20:09 ( CDT ),44658.51399305555,"Yep - will set up a product + eng conversation ahead of q & a - they said , I expect most
questions to not get into specific ideas / depth - but more around what you believe about the
future of Twitter and why it matters , why you can personally , how to want to engage with us ,
what you hope to see change ... - but also some from people who are upset that you are
involved and generally don't like you for some reason . As you said yesterday , goal is for
people to just hear you speak directly instead of make assumptions about you from media
stories . Would Thursday 11a pacific work next week for the q & a ?",52,Parag,"Parag, Self",,"Parag, Self",,
284,2022-04-07 18:38:44 ( CDT ),44658.77689814815,11am PT on Wed works great,52,Self,"Parag, Self",,"Parag, Self",,
285,2022-04-07 18:40:38 ( CDT ),44658.77821759259,Exactly . Thurs 11 PT works .,52,Self,"Parag, Self",,"Parag, Self",,
286,2022-04-07 19:26:10 ( CDT ),44658.80983796297,Ok cool . So will confirm a convo Wed 11a PT with small eng and product leads . And the AMA
on Thu 11a PT .,52,Parag,"Parag, Self",,"Parag, Self",,
287,2022-04-07 19:28:02 ( CDT ),44658.81113425926,"Also : my email to company about AMA leaked already + lots of leaks from internal slack
messages : https://www.washingtonpost.com/technology/2022/04/07/musk-twitter
employee - outcry / -I think there is a large silent majority that is excited about you bring on
the board , so this isn't representative . Happy to talk about it - none of this is a surprise .",52,Parag,"Parag, Self",,"Parag, Self",,
288,2022-04-07 19:29:09 ( CDT ),44658.81190972222,Seedy,52,Self,"Parag, Self",,"Parag, Self",,
289,2022-04-07 19:29:23 ( CDT ),44658.81207175926,* awesome ( damn autocorrect ! ),52,Self,"Parag, Self",,"Parag, Self",,
290,2022-04-07 19:30:38 ( CDT ),44658.812939814816,"As expected . Yeah , would be good to sync up . I can talk tomorrow night or anytime this
weekend . I love our conversations !",52,Self,"Parag, Self",,"Parag, Self",,
